Species.Name,AphiaID,Match type,ScientificName,Authority,Taxon status,AphiaID_accepted,ScientificName_accepted,Authority_accepted,Kingdom,Phylum,Class,Order,Family,Genus,Subgenus,Species,Subspecies
Stephanodiscus hantzschii,149080,exact,Stephanodiscus hantzschii,"Grunow, 1880",uncertain,149080,Stephanodiscus hantzschii,"Grunow, 1880",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,,hantzschii,
Stephanodiscus parvus,149083,exact,Stephanodiscus parvus,"Stoermer & Håkansson, 1984",uncertain,149083,Stephanodiscus parvus,"Stoermer & Håkansson, 1984",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Stephanodiscaceae,Stephanodiscus,,parvus,
Stephanolepis hispidus,127409,exact,Stephanolepis hispidus,"(Linnaeus, 1766)",accepted,127409,Stephanolepis hispidus,"(Linnaeus, 1766)",Animalia,Chordata,Actinopterygii,Tetraodontiformes,Monacanthidae,Stephanolepis,,hispidus,
Streblospio benedicti,131191,exact,Streblospio benedicti,"Webster, 1879",accepted,131191,Streblospio benedicti,"Webster, 1879",Animalia,Annelida,Polychaeta,Spionida,Spionidae,Streblospio,,benedicti,
Striatella unipunctata,149177,exact,Striatella unipunctata,"(Lyngbye) C.Agardh, 1832",alternate representation,573470,Fragilaria unipunctata,"Lyngbye, 1819",Chromista,Ochrophyta,Bacillariophyceae,Striatellales,Striatellaceae,Striatella,,unipunctata,
Strobilidium,101185,exact,Strobilidium,"Schewiakoff, 1892",accepted,101185,Strobilidium,"Schewiakoff, 1892",Chromista,Ciliophora,Oligotrichea,Choreotrichida,Strobilidiidae,Strobilidium,,,
Strombidium,101195,exact,Strombidium,"Claparède & Lachmann, 1859",accepted,101195,Strombidium,"Claparède & Lachmann, 1859",Chromista,Ciliophora,Oligotrichea,Oligotrichida,Strombidiidae,Strombidium,,,
Styela clava,103929,exact,Styela clava,"Herdman, 1881",accepted,103929,Styela clava,"Herdman, 1881",Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,,clava,
Stylaria lacustris,137486,exact,Stylaria lacustris,"(Linnaeus, 1767)",accepted,137486,Stylaria lacustris,"(Linnaeus, 1767)",Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Stylaria,,lacustris,
Surirella,149084,exact,Surirella,"P.J.F. Turpin, 1828",accepted,149084,Surirella,"P.J.F. Turpin, 1828",Chromista,Ochrophyta,Bacillariophyceae,Surirellales,Surirellaceae,Surirella,,,
Synchaeta,134958,exact,Synchaeta,"Ehrenberg, 1832",accepted,134958,Synchaeta,"Ehrenberg, 1832",Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,,,
Synchaeta baltica,135047,exact,Synchaeta baltica,"Ehrenberg, 1834",accepted,135047,Synchaeta baltica,"Ehrenberg, 1834",Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,,baltica,
Synchaeta monopus,135059,exact,Synchaeta monopus,"Plate, 1889",accepted,135059,Synchaeta monopus,"Plate, 1889",Animalia,Rotifera,Eurotatoria,Ploima,Synchaetidae,Synchaeta,,monopus,
Synedra acus var. acus,176209,exact,Synedra acus var. acus,"Kützing, 1844",accepted,176209,Synedra acus var. acus,"Kützing, 1844",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,,acus,
Synedra ulna var. ulna,176254,exact,Synedra ulna var. ulna,"(Nitzsch) Ehrenberg, 1836",accepted,176254,Synedra ulna var. ulna,"(Nitzsch) Ehrenberg, 1836",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Synedra,,ulna,
Syngnathus acus,127387,exact,Syngnathus acus,"Linnaeus, 1758",accepted,127387,Syngnathus acus,"Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,,acus,
Syngnathus typhle,127393,exact,Syngnathus typhle,"Linnaeus, 1758",accepted,127393,Syngnathus typhle,"Linnaeus, 1758",Animalia,Chordata,Actinopterygii,Syngnathiformes,Syngnathidae,Syngnathus,,typhle,
Tabellaria flocculosa,157080,exact,Tabellaria flocculosa,"(Roth) Kützing, 1844",accepted,157080,Tabellaria flocculosa,"(Roth) Kützing, 1844",Chromista,Ochrophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria,,flocculosa,
Tabellaria flocculosa var. asterionelloides,578550,exact,Tabellaria flocculosa var. asterionelloides,"(Grunow) Knudson, 1952",alternate representation,176272,Tabellaria fenestrata var. asterionelloides,"Grunow, 1881",Chromista,Ochrophyta,Bacillariophyceae,Tabellariales,Tabellariaceae,Tabellaria,,flocculosa,
Tabularia fasciculata,157061,exact,Tabularia fasciculata,"(C.Agardh) D.M.Williams & Round, 1986",alternate representation,667456,Diatoma fasciculata,"C.A.Agardh, 1812",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Tabularia,,fasciculata,
Tabularia tabulata,176294,exact,Tabularia tabulata,"(C.Agardh) Snoeijs, 1992",alternate representation,176295,Diatoma tabulatum,"C.Agardh, 1832",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Tabularia,,tabulata,
Tabularia waernii,176338,exact,Tabularia waernii,"P.Snoeijs, 1991",uncertain,176338,Tabularia waernii,"P.Snoeijs, 1991",Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Tabularia,,waernii,
Tardigrada,1276,exact,Tardigrada,"Doyère, 1840",accepted,1276,Tardigrada,"Doyère, 1840",Animalia,Tardigrada,,,,,,,
Teleaulax,106285,exact,Teleaulax,"Hill, 1991",accepted,106285,Teleaulax,"Hill, 1991",Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,,,
Teleaulax acuta,106305,exact,Teleaulax acuta,"(Butcher) D.R.A.Hill, 1991",accepted,106305,Teleaulax acuta,"(Butcher) D.R.A.Hill, 1991",Chromista,Cryptophyta,Cryptophyceae,Pyrenomonadales,Geminigeraceae,Teleaulax,,acuta,
Telonema,118028,exact,Telonema,"Griessmann, 1913",accepted,118028,Telonema,"Griessmann, 1913",Chromista,Cryptophyta,Telonemea,Telonemida,,Telonema,,,
Telonema subtile,118075,exact,Telonema subtile,"Greissmann, 1913",accepted,118075,Telonema subtile,"Greissmann, 1913",Chromista,Cryptophyta,Telonemea,Telonemida,,Telonema,,subtile,
Temora longicornis,104878,exact,Temora longicornis,"(Müller O.F., 1785)",accepted,104878,Temora longicornis,"(Müller O.F., 1785)",Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,,longicornis,
Temora stylifera,104879,exact,Temora stylifera,"(Dana, 1849)",accepted,104879,Temora stylifera,"(Dana, 1849)",Animalia,Arthropoda,Hexanauplia,Calanoida,Temoridae,Temora,,stylifera,
Tenellia adspersa,141639,exact,Tenellia adspersa,"(Nordmann, 1845)",accepted,141639,Tenellia adspersa,"(Nordmann, 1845)",Animalia,Mollusca,Gastropoda,Nudibranchia,Trinchesiidae,Tenellia,,adspersa,
Terebellides stroemi,183466,exact,Terebellides stroemi,[auctt. misspelling],unaccepted,131573,Terebellides stroemii,"Sars, 1835",Animalia,Annelida,Polychaeta,Terebellida,Trichobranchidae,Terebellides,,stroemi,
Tetraedron minimum,178956,exact,Tetraedron minimum,"(A.Braun) Hansgirg, 1888",accepted,178956,Tetraedron minimum,"(A.Braun) Hansgirg, 1888",Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Hydrodictyaceae,Tetraedron,,minimum,
Tetrastrum elegans,608641,exact,Tetrastrum elegans,"Playfair, 1917",accepted,608641,Tetrastrum elegans,"Playfair, 1917",Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum,,elegans,
Tetrastrum staurogeniaeforme,162935,exact,Tetrastrum staurogeniaeforme,"(Schroeder) Lemmermann, 1900",accepted,162935,Tetrastrum staurogeniaeforme,"(Schroeder) Lemmermann, 1900",Plantae,Chlorophyta,Chlorophyceae,Sphaeropleales,Scenedesmaceae,Tetrastrum,,staurogeniaeforme,
Thalassionema bacillare,418647,exact,Thalassionema bacillare,"(Heiden) Kolbe, 1955",accepted,418647,Thalassionema bacillare,"(Heiden) Kolbe, 1955",Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,,bacillare,
Thalassionema frauenfeldii,555052,exact,Thalassionema frauenfeldii,"(Grunow) Tempère & Peragallo, 1910",alternate representation,176362,Asterionella frauenfeldii,"Grunow, 1863",Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,,frauenfeldii,
Thalassionema nitzschioides,149093,exact,Thalassionema nitzschioides,"(Grunow) Mereschkowsky, 1902",alternate representation,985570,Synedra nitzschioides f. nitzschioides,"Grunow, 1862",Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassionema,,nitzschioides,
Thalassiosira,148912,exact,Thalassiosira,"P.T. Cleve, 1873 emend. Hasle, 1973",accepted,148912,Thalassiosira,"P.T. Cleve, 1873 emend. Hasle, 1973",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,,
Thalassiosira  aestivalis,345529,exact,Thalassiosira aestivalis,"Gran, 1931",uncertain,345529,Thalassiosira aestivalis,"Gran, 1931",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,aestivalis,
Thalassiosira baltica,156690,exact,Thalassiosira baltica,"(Grunow) Ostenfeld, 1901",accepted,156690,Thalassiosira baltica,"(Grunow) Ostenfeld, 1901",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,baltica,
Thalassiosira decipiens,148919,exact,Thalassiosira decipiens,"(Grunow) E.G.Jørgensen, 1905",accepted,148919,Thalassiosira decipiens,"(Grunow) E.G.Jørgensen, 1905",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,decipiens,
Thalassiosira eccentrica,148922,exact,Thalassiosira eccentrica,"(Ehrenberg) Cleve, 1904",uncertain,148922,Thalassiosira eccentrica,"(Ehrenberg) Cleve, 1904",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,eccentrica,
Thalassiosira hyperborea var. lacunosa,163496,exact,Thalassiosira hyperborea var. lacunosa,G.R.Hasle,alternate representation,163497,Coscinodiscus lacunosus,"A. Berg, 1952",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,hyperborea,
Thalassiosira lacustris,163494,exact,Thalassiosira lacustris,"(Grunow) Hasle, 1977",alternate representation,983570,Coscinodiscus lacustris f. lacustris,"Grunow in Cleve & Grunow, 1880",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,lacustris,
Thalassiosira levanderi,149308,exact,Thalassiosira levanderi,"van Goor, 1924",uncertain,149308,Thalassiosira levanderi,"van Goor, 1924",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,levanderi,
Thalassiosira minuscula,555293,exact,Thalassiosira minuscula,"Krasske, 1941",uncertain,555293,Thalassiosira minuscula,"Krasske, 1941",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,minuscula,
Thalassiosira nordenskioeldii,148931,exact,Thalassiosira nordenskioeldii,"Cleve, 1873",accepted,148931,Thalassiosira nordenskioeldii,"Cleve, 1873",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,nordenskioeldii,
Thalassiosira oestrupii,156691,exact,Thalassiosira oestrupii,"(Ostenfeld) Hasle, 1972",alternate representation,573445,Coscinosira oestrupii,"Ostenfeld, 1900",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,oestrupii,
Thalassiosira oestrupii var. venrickae,674823,exact,Thalassiosira oestrupii var. venrickae,"G.Fryxell & Hasle, 1980",uncertain,674823,Thalassiosira oestrupii var. venrickae,"G.Fryxell & Hasle, 1980",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,oestrupii,
Thalassiosira proschkinae,148933,exact,Thalassiosira proschkinae,"Makarova, 1979",uncertain,148933,Thalassiosira proschkinae,"Makarova, 1979",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,proschkinae,
Thalassiosira pseudonana,148934,exact,Thalassiosira pseudonana,"Hasle & Heimdal, 1970",uncertain,148934,Thalassiosira pseudonana,"Hasle & Heimdal, 1970",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,pseudonana,
Thalassiosira rotula,148942,exact,Thalassiosira rotula,"Meunier, 1910",uncertain,148942,Thalassiosira rotula,"Meunier, 1910",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,rotula,
Thalassiosira weissflogii,163513,exact,Thalassiosira weissflogii,"(Grunow) G.Fryxell & Hasle, 1977",alternate representation,668847,Micropodiscus weissflogii,"Grunow, 1885",Chromista,Ochrophyta,Bacillariophyceae,Thalassiosirales,Thalassiosiraceae,Thalassiosira,,weissflogii,
Thalassiothrix delicatula,502171,exact,Thalassiothrix delicatula,"Cupp, 1943",uncertain,502171,Thalassiothrix delicatula,"Cupp, 1943",Chromista,Ochrophyta,Bacillariophyceae,Thalassionematales,Thalassionemataceae,Thalassiothrix,,delicatula,
Tiarina fusus,247943,exact,Tiarina fusus,"Bergh, 1881",accepted,247943,Tiarina fusus,"Bergh, 1881",Chromista,Ciliophora,Prostomatea,Prorodontida,Colepidae,Tiarina,,fusus,
Torodinium robustum,109889,exact,Torodinium robustum,"Kofoid & Swezy, 1921",accepted,109889,Torodinium robustum,"Kofoid & Swezy, 1921",Chromista,Myzozoa,Dinophyceae,Gymnodiniales,Gymnodiniaceae,Torodinium,,robustum,
Treubaria triappendiculata,576717,exact,Treubaria triappendiculata,"C.Bernard, 1908",accepted,576717,Treubaria triappendiculata,"C.Bernard, 1908",Plantae,Chlorophyta,Chlorophyceae,Chlamydomonadales,Treubariaceae,Treubaria,,triappendiculata,
Trichocerca,134959,exact,Trichocerca,"Lamarck, 1801",accepted,134959,Trichocerca,"Lamarck, 1801",Animalia,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,,,
Trichocerca marina,135069,exact,Trichocerca marina,"(Daday, 1890)",accepted,135069,Trichocerca marina,"(Daday, 1890)",Animalia,Rotifera,Eurotatoria,Ploima,Trichocercidae,Trichocerca,,marina,
Trichoptera,160252,exact,Trichoptera,,accepted,160252,Trichoptera,,Animalia,Arthropoda,Insecta,Trichoptera,,,,,
Trieres regia,839996,exact,Trieres regia,"(M.Schultze) M.P.Ashworth & E.C.Theriot, 2013",uncertain,839996,Trieres regia,"(M.Schultze) M.P.Ashworth & E.C.Theriot, 2013",Chromista,Ochrophyta,Bacillariophyceae,Triceratiales,Triceratiaceae,Trieres,,regia,
Trigonium alternans,699394,exact,Trigonium alternans,"(Bailey) A.Mann, 1907",alternate representation,985653,Triceratium alternans f. alternans,"J.W. Bailey, 1851",Chromista,Ochrophyta,Bacillariophyceae,Biddulphiales,Biddulphiaceae,Trigonium,,alternans,
Tripos fusus,840626,exact,Tripos fusus,"(Ehrenberg) F.Gómez, 2013",accepted,840626,Tripos fusus,"(Ehrenberg) F.Gómez, 2013",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,,fusus,
Tripos horridus,837453,exact,Tripos horridus,"(Cleve) F.Gómez, 2013",accepted,837453,Tripos horridus,"(Cleve) F.Gómez, 2013",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,,horridus,
Tripos lineatus,837459,exact,Tripos lineatus,"(Ehrenberg) F.Gómez, 2013",accepted,837459,Tripos lineatus,"(Ehrenberg) F.Gómez, 2013",Chromista,Myzozoa,Dinophyceae,Gonyaulacales,Ceratiaceae,Tripos,,lineatus,
Trisopterus luscus,126445,exact,Trisopterus luscus,"(Linnaeus, 1758)",accepted,126445,Trisopterus luscus,"(Linnaeus, 1758)",Animalia,Chordata,Actinopterygii,Gadiformes,Gadidae,Trisopterus,,luscus,
Tritia reticulata,876821,exact,Tritia reticulata,"(Linnaeus, 1758)",accepted,876821,Tritia reticulata,"(Linnaeus, 1758)",Animalia,Mollusca,Gastropoda,Neogastropoda,Nassariidae,Tritia,,reticulata,
Tryblionella coarctata,961062,exact,Tryblionella coarctata,Peragallo,uncertain,961062,Tryblionella coarctata,Peragallo,Chromista,Ochrophyta,Bacillariophyceae,Bacillariales,Bacillariaceae,Tryblionella,,coarctata,
Tubifex blanchardi,993038,exact,Tubifex blanchardi,"Vejdovsky, 1891",accepted,993038,Tubifex blanchardi,"Vejdovsky, 1891",Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Tubifex,,blanchardi,
Tubificinae,137344,exact,Tubificinae,"Vejdovský, 1884",accepted,137344,Tubificinae,"Vejdovský, 1884",Animalia,Annelida,Clitellata,Haplotaxida,Naididae,,,,
Tubificoides benedii,137571,exact,Tubificoides benedii,"(d'Udekem, 1855)",accepted,137571,Tubificoides benedii,"(d'Udekem, 1855)",Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Tubificoides,,benedii,
Tubificoides heterochaetus,137577,exact,Tubificoides heterochaetus,"(Michaelsen, 1926)",accepted,137577,Tubificoides heterochaetus,"(Michaelsen, 1926)",Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Tubificoides,,heterochaetus,
Tubificoides pseudogaster,137582,exact,Tubificoides pseudogaster,"(Dahl, 1960)",accepted,137582,Tubificoides pseudogaster,"(Dahl, 1960)",Animalia,Annelida,Clitellata,Haplotaxida,Naididae,Tubificoides,,pseudogaster,
Tubularia indivisa,117994,exact,Tubularia indivisa,"Linnaeus, 1758",accepted,117994,Tubularia indivisa,"Linnaeus, 1758",Animalia,Cnidaria,Hydrozoa,Anthoathecata,Tubulariidae,Tubularia,,indivisa,
Tunicata,146420,exact,Tunicata,"Lamarck, 1816",accepted,146420,Tunicata,"Lamarck, 1816",Animalia,Chordata,,,,,,,
Turbellaria,794,exact,Turbellaria,"Ehrenberg, 1831",unaccepted,,,,Animalia,Platyhelminthes,Turbellaria,,,,,,
Ulnaria ulna var. acus,674837,exact,Ulnaria ulna var. acus,(Kützing) Lange-Bertalot,accepted,674837,Ulnaria ulna var. acus,(Kützing) Lange-Bertalot,Chromista,Ochrophyta,Bacillariophyceae,Fragilariales,Fragilariaceae,Ulnaria,,ulna,
Ulothrix flacca,145925,exact,Ulothrix flacca,"(Dillwyn) Thuret, 1863",accepted,145925,Ulothrix flacca,"(Dillwyn) Thuret, 1863",Plantae,Chlorophyta,Ulvophyceae,Ulotrichales,Ulotrichaceae,Ulothrix,,flacca,
Ulva,144296,exact,Ulva,"Linnaeus, 1753",accepted,144296,Ulva,"Linnaeus, 1753",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,,,
Ulva australis,660661,exact,Ulva australis,"Areschoug, 1854",accepted,660661,Ulva australis,"Areschoug, 1854",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,,australis,
Ulva cf rigida,145990,exact,Ulva rigida,"C.Agardh, 1823",accepted,145990,Ulva rigida,"C.Agardh, 1823",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,,rigida,
Ulva compressa,234462,exact,Ulva compressa,"Linnaeus, 1753",accepted,234462,Ulva compressa,"Linnaeus, 1753",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,,compressa,
Ulva curvata,145981,exact,Ulva curvata,"(Kützing) De Toni, 1889",accepted,145981,Ulva curvata,"(Kützing) De Toni, 1889",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,,curvata,
Ulva flexuosa,234468,exact,Ulva flexuosa,"Wulfen, 1803",accepted,234468,Ulva flexuosa,"Wulfen, 1803",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,,flexuosa,
Ulva intestinalis,234471,exact,Ulva intestinalis,"Linnaeus, 1753",accepted,234471,Ulva intestinalis,"Linnaeus, 1753",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,,intestinalis,
Ulva prolifera,234476,exact,Ulva prolifera,"O.F.Müller, 1778",accepted,234476,Ulva prolifera,"O.F.Müller, 1778",Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,Ulva,,prolifera,
Undella clevei,427585,exact,Undella clevei,"Jörgensen, 1924",accepted,427585,Undella clevei,"Jörgensen, 1924",Chromista,Ciliophora,Oligotrichea,Choreotrichida,Undellidae,Undella,,clevei,
Uroglena,248172,exact,Uroglena,"Ehrenberg, 1834",accepted,248172,Uroglena,"Ehrenberg, 1834",Chromista,Ochrophyta,Chrysophyceae,Ochromonadales,Chromulinaceae,Uroglena,,,
Vaucheria,144303,exact,Vaucheria,"A.P.de Candolle, 1801",accepted,144303,Vaucheria,"A.P.de Candolle, 1801",Chromista,Ochrophyta,Xanthophyceae,Vaucheriales,Vaucheriaceae,Vaucheria,,,
Venerupis corrugata,181364,exact,Venerupis corrugata,"(Gmelin, 1791)",accepted,181364,Venerupis corrugata,"(Gmelin, 1791)",Animalia,Mollusca,Bivalvia,Venerida,Veneridae,Venerupis,,corrugata,
Vibrio,480248,exact,Vibrio,"Pacini, 1854",accepted,480248,Vibrio,"Pacini, 1854",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,,
Vibrio alginolyticus,480251,exact,Vibrio alginolyticus,"(Miyamoto, Nakamura & Takizawa, 1961) Sakazaki, 1968",accepted,480251,Vibrio alginolyticus,"(Miyamoto, Nakamura & Takizawa, 1961) Sakazaki, 1968",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,alginolyticus,
Vibrio anguillarum,889991,exact,Vibrio anguillarum,"Bergeman, 1909",unaccepted,889990,Listonella anguillara,"(Bergeman, 1909) MacDonell & Colwell, 1985",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,anguillarum,
Vibrio brasiliensis,570747,exact,Vibrio brasiliensis,"Thompson, Li, Gomez-Gil, Thompson, Hoste, Vandemeulebroucke, Rupp, Pereira, De Bem, Sorgeloos & Swings, 2003",accepted,570747,Vibrio brasiliensis,"Thompson, Li, Gomez-Gil, Thompson, Hoste, Vandemeulebroucke, Rupp, Pereira, De Bem, Sorgeloos & Swings, 2003",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,brasiliensis,
Vibrio cholerae,395085,exact,Vibrio cholerae,"Pacini, 1854",accepted,395085,Vibrio cholerae,"Pacini, 1854",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,cholerae,
Vibrio parahaemolyticus,422811,exact,Vibrio parahaemolyticus,"(Fujino, Okuno, Nakada, Aoyama, Fukai, Mukai & Ueho, 1951) Sakazaki, Iwanami & Fukumi, 1963",accepted,422811,Vibrio parahaemolyticus,"(Fujino, Okuno, Nakada, Aoyama, Fukai, Mukai & Ueho, 1951) Sakazaki, Iwanami & Fukumi, 1963",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,parahaemolyticus,
Vibrio vulnificus,395086,exact,Vibrio vulnificus,"(Reichelt, Baumann & Baumann, 1979) Farmer, 1980",accepted,395086,Vibrio vulnificus,"(Reichelt, Baumann & Baumann, 1979) Farmer, 1980",Bacteria,Proteobacteria,Gammaproteobacteria,Vibrionales,Vibrionaceae,Vibrio,,vulnificus,
